"","Title","JournalSource","Year...5","Abstract","DOI","URL","NewLatitude","NewLongitude","RelevantSpecies"
"115","GROUNDWATER AND THE SELECTION OF SPAWNING SITES BY BROOK TROUT (SALVELINUS-FONTINALIS)","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",1995,"Spawning areas selected by brook trout (Salvelinus fontinalis) displayed variable relationships to discharging groundwater across geologic regions. In Canadian Shield waters, spawning was associated with areas of distinct, discharging groundwater. The specific mechanism of selection could not be determined. Groundwater did not appear to influence the selection of individual redd sites within these discharge areas. Competition among females for the opportunity to spawn in a limited area defined by the discharging groundwater appeared to control the selection of redd sites. In southwestern Ontario streams, discharging groundwater was prominent throughout areas of spawning both at redds and at adjacent, nonspawning substrates (less than or equal to 7 m). Consequently, relationships between groundwater and spawning site selection were ambiguous. On the unglaciated plateau of central Pennsylvania, no groundwater was observed in redds or nonspawning substrates in streams. Brook trout management programmes must consider these groundwater relationships and therefore the impact of land use on groundwater quality and quantity.","10.1139/f95-765",NA,"49.194691","-88.333137","Salvelinus fontinalis"
"116","GROUNDWATER AND THE SELECTION OF SPAWNING SITES BY BROOK TROUT (SALVELINUS-FONTINALIS)","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",1995,"Spawning areas selected by brook trout (Salvelinus fontinalis) displayed variable relationships to discharging groundwater across geologic regions. In Canadian Shield waters, spawning was associated with areas of distinct, discharging groundwater. The specific mechanism of selection could not be determined. Groundwater did not appear to influence the selection of individual redd sites within these discharge areas. Competition among females for the opportunity to spawn in a limited area defined by the discharging groundwater appeared to control the selection of redd sites. In southwestern Ontario streams, discharging groundwater was prominent throughout areas of spawning both at redds and at adjacent, nonspawning substrates (less than or equal to 7 m). Consequently, relationships between groundwater and spawning site selection were ambiguous. On the unglaciated plateau of central Pennsylvania, no groundwater was observed in redds or nonspawning substrates in streams. Brook trout management programmes must consider these groundwater relationships and therefore the impact of land use on groundwater quality and quantity.","10.1139/f95-765",NA,"46.733208","-81.008946","Salvelinus fontinalis"
"117","GROUNDWATER AND THE SELECTION OF SPAWNING SITES BY BROOK TROUT (SALVELINUS-FONTINALIS)","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",1995,"Spawning areas selected by brook trout (Salvelinus fontinalis) displayed variable relationships to discharging groundwater across geologic regions. In Canadian Shield waters, spawning was associated with areas of distinct, discharging groundwater. The specific mechanism of selection could not be determined. Groundwater did not appear to influence the selection of individual redd sites within these discharge areas. Competition among females for the opportunity to spawn in a limited area defined by the discharging groundwater appeared to control the selection of redd sites. In southwestern Ontario streams, discharging groundwater was prominent throughout areas of spawning both at redds and at adjacent, nonspawning substrates (less than or equal to 7 m). Consequently, relationships between groundwater and spawning site selection were ambiguous. On the unglaciated plateau of central Pennsylvania, no groundwater was observed in redds or nonspawning substrates in streams. Brook trout management programmes must consider these groundwater relationships and therefore the impact of land use on groundwater quality and quantity.","10.1139/f95-765",NA,"49.782777","-88.393318","Salvelinus fontinalis"
"118","GROUNDWATER AND THE SELECTION OF SPAWNING SITES BY BROOK TROUT (SALVELINUS-FONTINALIS)","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",1995,"Spawning areas selected by brook trout (Salvelinus fontinalis) displayed variable relationships to discharging groundwater across geologic regions. In Canadian Shield waters, spawning was associated with areas of distinct, discharging groundwater. The specific mechanism of selection could not be determined. Groundwater did not appear to influence the selection of individual redd sites within these discharge areas. Competition among females for the opportunity to spawn in a limited area defined by the discharging groundwater appeared to control the selection of redd sites. In southwestern Ontario streams, discharging groundwater was prominent throughout areas of spawning both at redds and at adjacent, nonspawning substrates (less than or equal to 7 m). Consequently, relationships between groundwater and spawning site selection were ambiguous. On the unglaciated plateau of central Pennsylvania, no groundwater was observed in redds or nonspawning substrates in streams. Brook trout management programmes must consider these groundwater relationships and therefore the impact of land use on groundwater quality and quantity.","10.1139/f95-765",NA,"45.300295","-78.132383","Salvelinus fontinalis"
"119","GROUNDWATER AND THE SELECTION OF SPAWNING SITES BY BROOK TROUT (SALVELINUS-FONTINALIS)","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",1995,"Spawning areas selected by brook trout (Salvelinus fontinalis) displayed variable relationships to discharging groundwater across geologic regions. In Canadian Shield waters, spawning was associated with areas of distinct, discharging groundwater. The specific mechanism of selection could not be determined. Groundwater did not appear to influence the selection of individual redd sites within these discharge areas. Competition among females for the opportunity to spawn in a limited area defined by the discharging groundwater appeared to control the selection of redd sites. In southwestern Ontario streams, discharging groundwater was prominent throughout areas of spawning both at redds and at adjacent, nonspawning substrates (less than or equal to 7 m). Consequently, relationships between groundwater and spawning site selection were ambiguous. On the unglaciated plateau of central Pennsylvania, no groundwater was observed in redds or nonspawning substrates in streams. Brook trout management programmes must consider these groundwater relationships and therefore the impact of land use on groundwater quality and quantity.","10.1139/f95-765",NA,"45.764099","-78.474163","Salvelinus fontinalis"
"120","HABITAT SUITABILITY FOR BROOK TROUT (SALVELINUS-FONTINALIS) REPRODUCTION IN ADIRONDACK LAKES","WATER RESOURCES RESEARCH",1993,"The relationships between habitat characteristics and reproductive status of Adirondack brook trout populations were examined utilizing the Adirondack Lake Survey Corporation data base, which includes physical, chemical. and biological data for 1469 lakes. The only variables strongly related to brook trout natural reproduction were indices of groundwater influence on surface water chemistry, specifically silica and sodium concentrations. This finding supports the hypothesis that lake spawning populations of brook trout are strongly dependent on groundwater seepage for successful reproduction. Spawning habitat in small headwater lakes impounded by beaver activity may be degraded as a result of siltation of nearshore zones and diminished groundwater seepage. Adirondack lakes situated in thick-till basins receive proportionally greater groundwater input than thin-till lake types and thick-till lakes also had the highest proportion of self-sustaining brook trout populations. Acidification is most pronounced in thin-till basins, which also exhibited a low frequency of self-sustaining brook trout populations. Although brook trout fisheries may be maintained in acidic lakes by liming and stocking, the establishment of self-sustaining brook trout populations is not a likely outcome of these management practices. Additionally, there appears to be limited potential for restoration of lake spawning brook trout populations in currently acidic, fishless lakes should acidic inputs decline as a result of reductions in acid-forming emissions. PU - AMER GEOPHYSICAL UNION PI - WASHINGTON PA - 2000 FLORIDA AVE NW, WASHINGTON, DC 20009","10.1029/92wr02336","https://lens.org/032-839-309-902-390","NA","NA","Salvelinus fontinalis"
"121","Hatching, dispersal, and bathymetric distribution of age-0 wild lake trout at the Gull Island Shoal Complex, Lake Superior","JOURNAL OF GREAT LAKES RESEARCH",1995,"We studied age-0 lake trout (Salvelinus namaycush) associated with spawning and nursery areas of the Gull Island Shoal complex in western Lake Superior. Post-emergent age-0 lake trout were captured on rocky spawning substrate with a 3-m beam trawl and at the nursery area with a bottom trawl from June to September 1990 and June to August 1991. Catch data suggested that age-0 lake trout move distances of 7-11 km to the nursery area over a 3-month period. Water currents, measured at Gull Island Shoal, may be a part of the transport mechanism. Examination of daily-growth increments on the sagittae and back-calculation from the date of capture revealed that most fish hatched between 6 June and 19 July in 1990 and between 30 April and 30 May in 1991. The duration of the hatch was 100 days in 1990 and 120 days in 1991, and the estimated incubation period is about 7 months for lake trout eggs at this site. Similar hatch-date distributions of age-0 captured on different sampling dates suggested that natural mortality was low.","10.1016/S0380-1330(95)71096-6",NA,"47.765779","-87.477192","Salvelinus namaycush"
"122","How normal is abnormal? Discrimination between deformations and natural variation in gonad morphology of European whitefish Coregonus lavaretus","JOURNAL OF FISH BIOLOGY",2009,"The gonad morphology of whitefish Coregonus lavaretus collected in Lake Thun, Switzerland, and two neighbouring lakes was assessed in order to differentiate between 'normal' and 'abnormal' character states of gonad morphology, which had been previously described in C. lavaretus from Lake Thun (constrictions, asymmetries, aplasia, compartmentations, fusions and hermaphroditism). In total, 4668 fish were collected and analysed using two complementary sampling schemes: (1) monthly samples of catches by the commercial fishermen and (2) samples of ripe spawners of all known 33 spawning sites of the three lakes. Considerable variation in gonad morphology in C. lavaretus populations of all lakes was found. Notably, all deviation types were observed in fish of all three lakes. Asymmetries and constrictions were frequent in all three lakes and showed systematic differences in frequency between the two sampling strategies. This indicates that asymmetries and constrictions represent to a large extent natural variation in gonad morphology of C. lavaretus and are also prone to considerable measurement error. In contrast, aplasia, fusions, compartmentations and hermaphroditism occurred predominantly in one C. lavaretus form of Lake Thun and in particular in populations spawning at great depths. This suggests that these deviation types are probably reliable indicators for gonad deformations and supports the interpretation that Lake Thun harbours a unique case of deformed gonads in C. lavaretus of yet unknown origin.","10.1111/j.1095-8649.2009.02233.x",NA,"47.079442","7.165617","Coregonus lavaretus"
"123","How normal is abnormal? Discrimination between deformations and natural variation in gonad morphology of European whitefish Coregonus lavaretus","JOURNAL OF FISH BIOLOGY",2009,"The gonad morphology of whitefish Coregonus lavaretus collected in Lake Thun, Switzerland, and two neighbouring lakes was assessed in order to differentiate between 'normal' and 'abnormal' character states of gonad morphology, which had been previously described in C. lavaretus from Lake Thun (constrictions, asymmetries, aplasia, compartmentations, fusions and hermaphroditism). In total, 4668 fish were collected and analysed using two complementary sampling schemes: (1) monthly samples of catches by the commercial fishermen and (2) samples of ripe spawners of all known 33 spawning sites of the three lakes. Considerable variation in gonad morphology in C. lavaretus populations of all lakes was found. Notably, all deviation types were observed in fish of all three lakes. Asymmetries and constrictions were frequent in all three lakes and showed systematic differences in frequency between the two sampling strategies. This indicates that asymmetries and constrictions represent to a large extent natural variation in gonad morphology of C. lavaretus and are also prone to considerable measurement error. In contrast, aplasia, fusions, compartmentations and hermaphroditism occurred predominantly in one C. lavaretus form of Lake Thun and in particular in populations spawning at great depths. This suggests that these deviation types are probably reliable indicators for gonad deformations and supports the interpretation that Lake Thun harbours a unique case of deformed gonads in C. lavaretus of yet unknown origin.","10.1111/j.1095-8649.2009.02233.x",NA,"46.728504","7.974841","Coregonus lavaretus"
"124","How normal is abnormal? Discrimination between deformations and natural variation in gonad morphology of European whitefish Coregonus lavaretus","JOURNAL OF FISH BIOLOGY",2009,"The gonad morphology of whitefish Coregonus lavaretus collected in Lake Thun, Switzerland, and two neighbouring lakes was assessed in order to differentiate between 'normal' and 'abnormal' character states of gonad morphology, which had been previously described in C. lavaretus from Lake Thun (constrictions, asymmetries, aplasia, compartmentations, fusions and hermaphroditism). In total, 4668 fish were collected and analysed using two complementary sampling schemes: (1) monthly samples of catches by the commercial fishermen and (2) samples of ripe spawners of all known 33 spawning sites of the three lakes. Considerable variation in gonad morphology in C. lavaretus populations of all lakes was found. Notably, all deviation types were observed in fish of all three lakes. Asymmetries and constrictions were frequent in all three lakes and showed systematic differences in frequency between the two sampling strategies. This indicates that asymmetries and constrictions represent to a large extent natural variation in gonad morphology of C. lavaretus and are also prone to considerable measurement error. In contrast, aplasia, fusions, compartmentations and hermaphroditism occurred predominantly in one C. lavaretus form of Lake Thun and in particular in populations spawning at great depths. This suggests that these deviation types are probably reliable indicators for gonad deformations and supports the interpretation that Lake Thun harbours a unique case of deformed gonads in C. lavaretus of yet unknown origin.","10.1111/j.1095-8649.2009.02233.x",NA,"46.690731","7.714657","Coregonus lavaretus"
"125","Hydroacoustic quantification and assessment of spawning grounds of a lake salmonid in a eutrophicated water body",NA,2015,"Accurate information on the location and condition of spawning grounds of environmentally-demanding
lithophilic fish species, which may use only a very small area of their habitat for spawning, is critical to their
conservation and fisheries management but is frequently lacking. Here, the new hydroacoustic system BioBase,
which enables the rapid characterisation of features including lake bottom hardness (with soft, medium hard
and hard bottoms represented by values of 0 to 0.25, 0.25 to 0.40, and 0.40 to 0.50, respectively), was applied
to known spawning grounds of Arctic charr (Salvelinus alpinus) in the north basin of the eutrophicated lake of
Windermere, U.K. The output of BioBase was successfully ground-truthed using an independent video-based
system (r2 = 0.48, F = 17.705, p b 0.001) and depth and bottom hardness descriptive statistics were produced
for six spawning grounds. Average depth ranged from 9.4 m (North Thompson Holme) to 38.5 m (Balla
Wray), while average bottom hardness ranged from 0.254 (Low Wray Bay) to 0.303 (North Thompson
Holme). Detailed visual outputs were also produced for contrasting shallow (North Thompson Holme) and
deep (Holbeck Point) spawning grounds, both of which showed high within-site spatial variation in bottom
hardness and thus in suitability for spawning. Findingswere consistent with earlier, less quantitative, interpretations
of the possible effects of eutrophication and associated increased deposition of fine sediments on local Arctic charr
reproduction.","10.1016/j.ecoinf.2015.05.009","https://doi.org/10.1016/j.ecoinf.2015.05.009","54.335043","-2.942201","Salvelinus alpinus"
"126","Hydrogeology of brook trout (Salvelinusfontinalis) spawning and incubation habitats: implications for forestry and land use development","Canadian Journal of Fisheries and Aquatic Sciences",1996,"We demonstrated that nearshore spawning and incubation habitats of brook trout (Salvelinusfontinalis) are manifestations of lenses of coarse overburden materials underlying the nearshore zone. Lenses directed and accelerated groundwater flow into the habitats. They were <17 m wide, >1 m thick, and could be restricted to the nearshore zone or extend at least 20 m into the terrestrial catchment. Recharge areas necessary to sustain discharge in the habitats were estimated to encompass 3–10 ha, or 1–97%, of the associated terrestrial catchment. A 90-m buffer zone adjacent to the shoreline protected only 9–55% of the required recharge area. A hydrological approach to defining habitat protection measures is suggested.","10.1139/x26-086","https://doi.org/10.1139/x26-086","45.786324","-78.210348","Salvelinus fontinalis"
"127","Hydrogeology of brook trout (Salvelinusfontinalis) spawning and incubation habitats: implications for forestry and land use development","Canadian Journal of Fisheries and Aquatic Sciences",1996,"We demonstrated that nearshore spawning and incubation habitats of brook trout (Salvelinusfontinalis) are manifestations of lenses of coarse overburden materials underlying the nearshore zone. Lenses directed and accelerated groundwater flow into the habitats. They were <17 m wide, >1 m thick, and could be restricted to the nearshore zone or extend at least 20 m into the terrestrial catchment. Recharge areas necessary to sustain discharge in the habitats were estimated to encompass 3–10 ha, or 1–97%, of the associated terrestrial catchment. A 90-m buffer zone adjacent to the shoreline protected only 9–55% of the required recharge area. A hydrological approach to defining habitat protection measures is suggested.","10.1139/x26-086","https://doi.org/10.1139/x26-086","45.300295","-78.132383","Salvelinus fontinalis"
"128","Identification of lake trout Salvelinus namaycush spawning habitat in northern Lake Huron using high-resolution satellite imagery",NA,2016,NA,NA,NA,"44.893166","-82.455855","Salvelinus namaycush"
"129","Incidences of lacustrine spawning of the ouananiche, Salmo salar, and the brook charr, Salvelinus fontinalis, on the Avalon Peninsula, Newfoundland","Journal of Fish Biology",1988,NA,"10.1111/j.1095-8649.1988.tb05365.x","https://lens.org/073-446-090-767-349","47.44669","-52.830778","Salvelinus fontinalis"
"130","Incidences of lacustrine spawning of the ouananiche, Salmo salar, and the brook charr, Salvelinus fontinalis, on the Avalon Peninsula, Newfoundland","Journal of Fish Biology",1988,NA,"10.1111/j.1095-8649.1988.tb05365.x","https://lens.org/073-446-090-767-349","47.44669","-52.830778","Salmo salar"
"131","Incomplete mixing of limed water and acidic runoff restricts recruitment of lake spawning brown trout in Hovvatn, southern Norway","ENVIRONMENTAL BIOLOGY OF FISHES",1998,"Repeated liming of Hovvatn during the 1981-1995 period assured successful reintroduction of lake spawning brown trout, Salmo trutta. Poor natural recruitment to the population was associated with low survival during early life stages (before hatching) as shown by the 0.5, 3.5, 0.9 and 1.0% of live embryos found in natural redds during the 1992-1995 period, respectively. The low survival was most likely caused by the combination of shallow spawning areas (<2.0 m) and acidic runoff (pH 4.0-4.8) which overlayed the limed part of the water body during the ice covered period. It is therefore concluded that this type of episodic acidification poses a major threat to lake spawning salmonids, and that it can retard or inhibit biotic recovery towards preacidified conditions expected as a result of liming. Addition of limestone gravel (8-32 mm) onto spawning grounds was an efficient alternative liming strategy as 33-36% live embryos were found in this substrate. Conversely, the trout actively avoided additions of shellsand, a behaviour most likely caused by the small particle size of shellsand (3-7 mm) relative to natural spawning gravel.","10.1023/A:1007456923571",NA,"58.614222","8.037308","Salmo trutta"
"132","Inexpensive Method for Quantitative Assessment of Lake Trout Egg Deposition","North American Journal of Fisheries Management",1989,"Abstract Little evidence exists for extensive natural reproduction by lake trout Salvelinus namaycush stocked in the Great Lakes, except in Lake Superior. An obstacle to the systematic study of the fate of eggs produced by stocked fish has been the inability to inexpensively detect egg deposition and to measure egg deposition rates. We have developed a low-cost (US$7.00 per egg net), reusable egg-collection device (egg net) that can be set and recovered from shipboard. Egg nets placed on spawning substrate prior to spawning collect eggs passively and protect the eggs until their retrieval. The nets were tested on a shallow reef in Lake Ontario and on a deep reef in Lake Michigan. In Lake Ontario, 24 nets captured 261 eggs (336 eggs/m2) from October 13 to November 13, 1987, and 23 nets captured 1,830 eggs (2,455 eggs/m2) from November 13 to November 24, 1987. Over 50% of the eggs recovered were alive. Storms overturned some nets at the shallow-water site. No eggs were recovered in Lake Michigan, but inspec...","10.1577/1548-8675(1989)009<0280:imfqao>2.3.co;2","https://lens.org/033-957-231-963-516","43.652042","-77.732648","Salvelinus namaycush"
"133","Influence of climate variability on whitefish (Coregonus lavaretus) year-class strength in a deep, warm monomictic lake","Oecologia",2006,"The year-class strength (YCS) of Blaufelchen (Coregonus lavaretus) in deep Upper Lake Constance was analysed for a 52-year period, from 1947 to 1998. Despite strong anthropogenic influences on the species' population dynamics due to cultural eutrophication and oligotrophication, intense fishing, and large-scale stocking, the influence of climate variability associated with the North Atlantic Oscillation (NAO) is apparent in the data set. This influence is significant although large-scale stocking of cold-bred larvae was performed to avoid a mismatch of larvae with their food. The importance of stocking on YCS, however, is unclear and was only detectable when analysing a subset of the data. In addition to climate variability a yet unidentified factor related to zooplankton suitability as food for fish larvae, and density-dependent mortality probably related to cannibalism do significantly influence YCS. The NAO seemed to influence YCS twofold, through temperature effects on egg development time and on larval growth rate. The first of these two mechanisms is related to the NAO via a time lag of 1 year due to the specific mixing dynamics of warm monomictic Lake Constance. Hence, a warm winter in the year before spawning results in earlier hatching of larvae, that is, hatching is decoupled from the actual meteorological conditions. This should make the larvae very prone to mismatch the dynamics of their food. However, we found no evidence for such a mismatch in this 52-year data set.","10.1007/s00442-006-0587-9","https://lens.org/010-322-933-216-001","47.6036595288889","9.4181237457532","Coregonus lavaretus"
"134","Influence of egg predation and physical disturbance on lake trout Salvelinus namaycush egg mortality and implications for life-history theory","Journal of Fish Biology",2007,"The influence of egg predators and physical disturbance on lake trout Salvelinus namaycush egg
mortality was investigated in situ in Lake Michigan where recruitment is below detectable levels
and egg predator abundance is high. Comparisons were made with Lake Champlain where
recruitment is low and egg predator abundance is also low and with Parry Sound (Lake Huron)
where recruitment is moderate and egg predators are in low abundance. A multi-density egg
seeding method (100 to 5000 eggs m2) was used to quantify the effect of physical disturbance
and egg predation on egg loss. Wind fetch was used as an index of physical disturbance and
comparisons across all locations and egg densities suggested that at sites with high wind fetch
(>5 km), physical disturbance may be a greater source of egg loss than predation. When
analyses were limited to those sites having a wind fetch of <5 km, the percentage of eggs
recovered was found to be linearly related to predator density. The strength of this relationship
was based largely on egg recovery at 500 and 1000 eggs m2 because recovery at lower (100, 250
eggs m2) and very high (5000 eggs m2) densities was not significantly related to predator
density. The reason for this is probably that at low egg densities, crayfish Orconectes spp., the
major egg predator at most sites, had difficulty finding and consuming eggs and at high egg
densities they became satiated. Egg loss was directly related to wind fetch for Lake Michigan
and on average six-fold greater than for Parry Sound suggesting that without corresponding
changes in fecundity and age structure, lake trout populations in large lakes like Lake Michigan
are inherently less productive than those from enclosed inland waters.","10.1111/j.1095-8649.2007.01437.x","https://doi.org/10.1111/j.1095-8649.2007.01437.x","43.85545","-87.08198","Salvelinus namaycush"
"135","Influence of Variable Interannual Summer Water Temperatures on Brook Trout Growth, Consumption, Reproduction, and Mortality in an Unstratified Adirondack Lake","TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY",2010,"Stressful water temperatures negatively affect physiological processes in fishes, yet evidence for how elevated temperatures influence population-level characteristics is rare. An 8-year field study of brook trout Salvelinus fontinalis in an unstratified Adirondack lake revealed that an aggregate measure of chronically stressful summer water temperatures strongly influenced brook trout population-level characteristics. We quantified chronic thermal stress using the cumulative degree-days over which bottom temperatures exceeded a range of thresholds (18-22 degrees C) and found that the strongest relationships were with cumulative degree-days over 20 degrees C (DD>20). Across years with similar brook trout densities, warmer summer water temperatures resulted in decreased brook trout growth, but growth was not reduced in a year with high water temperatures and low density. Maximum stomach fullness was negatively related to water temperature. Reproductive activity was negatively correlated with stressful summer thermal conditions and was less dependent on female brook trout density. Periods of chronically stressful summer water temperatures resulted in the apparent mortality of age-2 and older fish during a moderately stressful summer (156 DD>20) and apparent mortality of age-1 and older fish during the most stressful summer (210 DD>20). In contrast, extensive mortality was not evident in any year-classes when DD>20 was less than 115. Anthropogenic impacts on the thermal conditions of aquatic ecosystems occur at small (hydrology) and large (climate change) spatial extents, and in situ studies at the margin of an organism's thermal range can provide important insights into changes that will occur if temperatures increase.","10.1577/T08-185.1",NA,"43.966280","-74.870320","Salvelinus fontinalis"
"136","Influences of spawning habitat characteristics and interstitial predators on lake trout egg deposition and mortality","TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY",2005,"To understand the factors affecting natural recruitment of lake trout Salvelinus namaycush, we evaluated natural egg deposition, the rate of egg loss of seeded eggs, and the relationship of interstitial predators to egg mortality at a protected nearshore lake trout spawning area in Lake Michigan. Egg mortality and predator densities were evaluated with collection bags that were buried above the drop-off on spawning substrate at 1-, 3, and 9-m depths. Habitat selection by spawning lake trout was probably related to the coverage by periphyton and zebra mussels Dreissena polymorpha given that abiotic characteristics of the spawning habitat such as slope (55-65 degrees), interstitial depth (30-50 cm), and substrate type did not differ across depths. The results of seeding eggs during spawning and recovering them throughout the incubation period (2-177 d) indicated that egg mortality was extremely high early in the spawning period: over 40% of seeded eggs were lost by 2 d and over 80% of the eggs were lost after only 2 weeks. The rate of egg loss declined significantly after the spawning period, possibly as a result of declining water temperature, which caused reduced predator activity, and ice cover, which reduced the impact of physical disturbance. The greatest proportions of seeded eggs were recovered at the shallowest depths (12.5 +/- 1.2% [mean +/- SE] at 1 m and 9.0 +/- 1.5% at 3 m), where predator densities averaged 11.4 +/- 1.8/m(2); a significantly smaller proportion was recovered at 9 In (3.9 +/- 1.2), where predator densities were highest (22.3 +/- 2.0/m(2)). Because lake trout preferred the shallowest depth for spawning and predation was lowest at this depth, we conclude that this strategy improved the probability of egg survival.","10.1577/T04-075.1",NA,"43.85545","-87.08198","Salvelinus namaycush"
"137","Influences on the natural reproduction of whitefish (Coregonus lavaretus) in Lake Constance","Canadian Journal of Fisheries and Aquatic Sciences",2009,"The conditions for the natural reproduction of whitefish (Coregonus lavaretus) in Lake Constance have been
subject to strong variations during recent decades by the impact of fishing and trophic changes. We analysed fluctuations
of stock size, age structure, spawning time, and amount of sampled eggs of this species. The onset of spawning altered because
of changes in the age structure of the stock. We found a clear relation of spawning time to the mean age of the annual
catch and the November epilimnion temperature. The quantity of eggs sampled from the lake bottom with a dredge is
in relation to the number of female spawners and may serve as an early indicator for stock size changes. The proportion
of viable eggs on the lake floor correlates with oxygen concentrations in deep water. Extremely low oxygen conditions
and an almost total loss of eggs occurred when the nutrient levels were high and oxygen regeneration by vertical winter
mixing was weak. A mathematical model serves to interpret the changing abundance of living eggs on the lake bottom
over the course of a season and is also used to estimate mortality rates.","10.1139/F09-019","https://doi.org/10.1139/F09-019","47.6036595288889","9.4181237457532","Coregonus lavaretus wartmanii"
"138","In-Situ Evaluation of Benthic Suffocation Methods for Suppression of Invasive Lake Trout Embryos in Yellowstone Lake","North American Journal of Fisheries Management",2019,"Suppression of invasive Lake Trout Salvelinus namaycush is an important management tool to use in native fish
and ecosystem conservation throughout the U.S. Intermountain West. Lake Trout suppression, primarily by gill netting,
has been ongoing in Yellowstone Lake, Yellowstone National Park, Wyoming, since 1995. Additional methods
that cause mortality of Lake Trout embryos could be used simultaneously with gill netting to enhance suppression.
Our objective was to evaluate the in-situ efficacy of two benthic suffocation methods—tarping with gas-impermeable
tarps and Lake Trout carcass deposition to increase the mortality of Lake Trout embryos. Tarping did not increase
embryo mortality; mean control mortality was 21 ± 1.9% (mean ± SE), and mean tarp-treatment mortality was
20 ± 2.9%. Lake Trout carcass deposition caused 98 ± 1.2% mean mortality of embryos at the substrate surface and
100 ± 0.1% mean mortality of embryos 20 cm below the substrate surface. Hypoxic conditions in the carcass treatments
were probably the cause of the high embryo mortality; dissolved oxygen concentrations at the substrate surface
declined from 7.74 to 0.06 mg/L when carcasses remained on the treatment locations. The deposition of Lake Trout
carcasses shows potential to be an additional suppression method that can induce mortality in Lake Trout embryos
through benthic suffocation and could be implemented at Lake Trout spawning sites in Yellowstone Lake.","10.1002/nafm.10259","https://doi.org/10.1002/nafm.10259","44.455003","-110.360777","Salvelinus namaycush"
"139","Integration of acoustic telemetry and GIS to identify potential spawning areas for lake trout (Salvelinus namaycush)","Hydrobiologia",2002,"Locations of potential spawning areas for lake trout (Salvelinus namaycush) were predicted in Lake Opeongo,
Ontario, Canada using information gained via acoustic telemetry and geographic information system (GIS) technologies.
From 1998 to 2000, 18 adult lake trout (mean fork length 553 mm) implanted with acoustic transmitters
(battery life 2 years) were manually tracked. For evening fall locations within the erosive zone of the lake (determined
using an existing sedimentation model), habitat variables (slope, depth, and effective fetch) were summarised
using GIS. Sites selected by lake trout during the spawning window were in areas of mean fetch equal to 1.5 km
and mean slope of 10.6% (n = 50 fixes). We used GIS to identify areas that matched the mean habitat criteria
and thus locate potential spawning areas. This model correctly identified 19 of 21 known spawning sites, as well
as additional sites used by spawning females in an earlier telemetry study. Depths of traditional fall netting sites
are shallow compared to areas in which telemetered lake trout were found during evenings of the spawning period
(means 3.1 vs. 5.1 m, respectively). Through the use of information on spawning habitat selection gained through
telemetry and knowledge of the physical characteristics of the lake, we provide an alternative means of identifying
potential spawning habitat for lake trout.","10.1007/978-94-017-0771-8_16","https://doi.org/10.1007/978-94-017-0771-8_16","45.694756","-78.373542","Salvelinus namaycush"
"140","L'acoustique passive appliquÃ©e Ã  l'Ã©tude du comportement des corÃ©gones (Coregonus sp. et C. Lavaretus) durant la reproduction en milieu naturel","Revue des Sciences de l'eau",2005,"L'acoustique passive (étude des bruits propres du milieu environnant) constitue une méthode simple, sinon facile, d'étude de l'activité et du comportement de la faune aquatique. Nous décrivons ici les systèmes de prise de son et d'analyse utilisés à cet effet à l'Institut de Limnologie (Thonon-les-Bains) et rapportons certains résultats d'observations réalisées sur les zones de fraie des corégones (Coregonus lavaretus) du lac d'Aiguebelette et des ombles chevaliers (Salvelinus alpinus du lac d'Annecy : l'activité de fraie des corégones est caractérisée par des bruits brefs (0,5 à 2 s) de type ""stridulation""; certains bruits de ""fouille"" sur substrat d'une omblière semblent directement associés à l'activité prédatrice des lottes (Lota lota) sur la ponte.","10.7202/705058ar","https://doi.org/10.7202/705058ar","45.554503","5.801482","Coregonus lavaretus"
"141","L'acoustique passive appliquÃ©e Ã  l'Ã©tude du comportement des corÃ©gones (Coregonus sp. et C. Lavaretus) durant la reproduction en milieu naturel","Revue des Sciences de l'eau",2005,"L'acoustique passive (étude des bruits propres du milieu environnant) constitue une méthode simple, sinon facile, d'étude de l'activité et du comportement de la faune aquatique. Nous décrivons ici les systèmes de prise de son et d'analyse utilisés à cet effet à l'Institut de Limnologie (Thonon-les-Bains) et rapportons certains résultats d'observations réalisées sur les zones de fraie des corégones (Coregonus lavaretus) du lac d'Aiguebelette et des ombles chevaliers (Salvelinus alpinus du lac d'Annecy : l'activité de fraie des corégones est caractérisée par des bruits brefs (0,5 à 2 s) de type ""stridulation""; certains bruits de ""fouille"" sur substrat d'une omblière semblent directement associés à l'activité prédatrice des lottes (Lota lota) sur la ponte.","10.7202/705058ar","https://doi.org/10.7202/705058ar","45.853183","6.175760","Coregonus lavaretus"
